id,name,type1,type2,firstability,secondability,weight,height,dexdescription,generacion,imagen
354,banette,fantasma,None,insomnia,frisk,12.5,1.1,Este muñeco se convirtió en un Pokémon cuando lo tiraron a la basura. Busca a su antiguo dueño.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png
355,duskull,fantasma,None,levitate,frisk,15.0,0.8,"Persigue a su presa sin descanso allá donde vaya. No obstante, abandona la caza al amanecer.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/355.png
356,dusclops,fantasma,None,pressure,frisk,30.6,1.6,"Si alguien mira los fuegos fatuos del interior de Dusclops, perderá su alma irremediablemente.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/356.png
357,tropius,planta,volador,chlorophyll,solar-power,100.0,2.0,Puede volar al agitar sus grandes hojas. Reparte entre los niños la codiciada fruta dulce que crece de su cuello.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/357.png
358,chimecho,psíquico,None,levitate,None,1.0,0.6,Se cuelga de ramas y aleros con la ventosa de su cabeza. Tiene siete tipos de gritos diferentes.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/358.png
359,absol,siniestro,None,pressure,super-luck,47.0,1.2,Presiente desastres inminentes y se aparece a la gente para advertir del peligro.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png
360,wynaut,psíquico,None,shadow-tag,telepathy,14.0,0.6,Suelen ir en grupo y a la hora de dormir se resguardan en una cueva.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/360.png
361,snorunt,hielo,None,inner-focus,ice-body,16.8,0.7,Se dice que se reúnen en grupos bajo hojas gigantescas y viven allí en total armonía.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/361.png
362,glalie,hielo,None,inner-focus,ice-body,256.5,1.5,Se protege con una armadura de hielo creada por congelación de la humedad del aire.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png
363,spheal,hielo,agua,thick-fat,ice-body,39.5,0.8,"Como no saben nadar muy bien, se mueven rápidamente rodando. Cuando están alegres, dan palmadas con las aletas.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/363.png
364,sealeo,hielo,agua,thick-fat,ice-body,87.6,1.1,"Su nariz es muy sensible. Cuando ve algo por primera vez, lo toca con ella para recordarlo después.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/364.png
365,walrein,hielo,agua,thick-fat,ice-body,150.6,1.4,Rompe el hielo con sus colmillos. Su gruesa capa de grasa le protege del frío y de los enemigos.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/365.png
366,clamperl,agua,None,shell-armor,rattled,52.5,0.4,Produce durante su vida una sola perla que aumenta los poderes psíquicos al evolucionar.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/366.png
367,huntail,agua,None,swift-swim,water-veil,27.0,1.7,"Vive en los abismos marinos, donde no se filtra la luz. Tiene una cola en forma de pez, que enciende para atraer a su presa.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/367.png
368,gorebyss,agua,None,swift-swim,hydration,22.6,1.8,"Vive en el fondo del mar. En primavera, su cuerpo rosado adquiere colores más vivos.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/368.png
369,relicanth,agua,roca,swift-swim,rock-head,23.4,1.0,No ha sufrido ningún cambio desde hace 100 millones de años. Fue descubierto durante una expedición marina.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/369.png
370,luvdisc,agua,None,swift-swim,hydration,8.7,0.6,"Vive en mares cálidos. Se dice que, si una pareja lo encuentra, será bendecida con amor eterno.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/370.png
371,bagon,dragón,None,rock-head,sheer-force,42.1,0.6,Su desarrollado cuello y su cabeza dura como el acero le permiten reducir a añicos rocas enormes.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/371.png
372,shelgon,dragón,None,rock-head,overcoat,110.5,1.1,"Las células han empezado a cambiar dentro de su dura concha, que se separa cuando evoluciona.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/372.png
373,salamence,dragón,volador,intimidate,moxie,102.6,1.5,"Si se enfada, no hay forma de calmarlo; lo destruye todo lanzando arañazos y llamas.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png
374,beldum,acero,psíquico,clear-body,light-metal,95.2,0.6,"Los pulsos magnéticos de su cuerpo repelen la gravedad, lo que le permite flotar en el aire.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/374.png
375,metang,acero,psíquico,clear-body,light-metal,202.5,1.2,Lo forman dos Beldum unidos. Puede chocarse con un avión sin que su cuerpo de acero sufra ni un rasguño.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/375.png
376,metagross,acero,psíquico,clear-body,light-metal,550.0,1.6,"Gracias a sus cuatro cerebros, es más inteligente que un superordenador y analiza con precisión al enemigo.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png
377,regirock,roca,None,clear-body,sturdy,230.0,1.7,"Su cuerpo está hecho de roca. Si se astilla durante el combate, emplea piedras para repararlo.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/377.png
378,regice,hielo,None,clear-body,ice-body,175.0,1.8,Dicen que ha yacido durmiendo en un glaciar durante milenios. Ni el magma puede derretir su cuerpo.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/378.png
379,registeel,acero,None,clear-body,light-metal,205.0,1.9,Su cuerpo ha estado sometido a la presión subterránea durante miles de años y no puede arañarse.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/379.png
380,latias,dragón,psíquico,levitate,None,40.0,1.4,"Se comunica por telepatía. Su plumaje refleja la luz, lo que le permite hacerse invisible.",3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png
381,latios,dragón,psíquico,levitate,None,60.0,2.0,Es un Pokémon muy inteligente. Puede adelantar a aviones a reacción plegando las alas.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png
382,kyogre,agua,None,drizzle,None,352.0,4.5,Pokémon legendario que aumentó los mares con diluvios y maremotos. Fue un enemigo acérrimo de Groudon.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png
383,groudon,tierra,None,drought,None,950.0,3.5,Dicen que este Pokémon legendario simboliza la tierra. Tras batirse en duelo con Kyogre se echó a dormir.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png
384,rayquaza,dragón,volador,air-lock,None,206.5,7.0,Vive en la capa de ozono sobre las nubes y no puede ser visto desde el suelo.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png
385,jirachi,acero,psíquico,serene-grace,None,1.1,0.3,Desde antaño se dice que concederá los deseos escritos en las notas de su cabeza cuando se despierte.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/385.png
386,deoxys,psíquico,None,pressure,None,60.8,1.7,Surgió a raíz de la mutación de ADN de un virus alienígena que cayó a la Tierra en un meteorito.,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png
387,turtwig,planta,None,overgrow,shell-armor,10.2,0.4,Realiza la fotosíntesis al bañarle los rayos de sol. Su concha está formada por tierra endurecida.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/387.png
388,grotle,planta,None,overgrow,shell-armor,97.0,1.1,"Vive en los bosques cerca del agua. Por el día, sale a que les dé el sol a las plantas de su espalda.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/388.png
389,torterra,planta,tierra,overgrow,shell-armor,310.0,2.2,Las gentes de antaño creían que el planeta se sustentaba en la espalda de un gran Torterra.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/389.png
390,chimchar,fuego,None,blaze,iron-fist,6.2,0.5,"El gas de su panza alimenta el fuego de su parte trasera, que ni la lluvia puede extinguir.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/390.png
391,monferno,fuego,lucha,blaze,iron-fist,22.0,0.9,Controla hábilmente la intensidad del fuego de su cola para mantener al enemigo a una distancia ideal.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/391.png
392,infernape,fuego,lucha,blaze,iron-fist,55.0,1.2,Su corona de fuego demuestra su naturaleza ígnea. Nadie le gana en velocidad.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/392.png
393,piplup,agua,None,torrent,defiant,5.2,0.4,"No le gusta que lo cuiden. Como no aprecia el apoyo de su Entrenador, le cuesta coger confianza con él.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/393.png
394,prinplup,agua,None,torrent,defiant,23.0,0.8,"Vive solo, alejado de los demás. Cada uno piensa que es el más importante.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/394.png
395,empoleon,agua,acero,torrent,defiant,84.5,1.7,Nada tan rápido como un fueraborda. Con los afilados bordes de sus alas puede cortar el hielo.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/395.png
396,starly,normal,volador,keen-eye,reckless,2.0,0.3,"Viaja en grandes bandadas. Aunque es pequeño, agita las alas con gran fuerza.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/396.png
397,staravia,normal,volador,intimidate,reckless,15.5,0.6,Vive siempre en grandes grupos y las disputas dentro de ellos son muy intensas.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/397.png
398,staraptor,normal,volador,intimidate,reckless,24.9,1.2,Sus alas y sus patas son muy fuertes. Puede llevarse volando Pokémon pequeños.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/398.png
399,bidoof,normal,None,simple,unaware,20.0,0.5,Tiene nervios de acero y nada puede perturbarlo. Es más ágil y activo de lo que aparenta.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/399.png
400,bibarel,normal,agua,simple,unaware,31.5,1.0,Con sus incisivos roe ramas y raíces y las apila para construir sus madrigueras junto al río.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/400.png
401,kricketot,bicho,None,shed-skin,run-away,2.2,0.3,Hablan entre sí chocando las antenas. Los sonidos producidos son muy característicos.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/401.png
402,kricketune,bicho,None,swarm,technician,25.5,1.0,"Cuando llora, cruza sus brazos con forma de cuchillo. Puede improvisar melodías.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/402.png
403,shinx,eléctrico,None,rivalry,intimidate,9.5,0.5,La extensión y contracción de sus músculos genera electricidad. Brilla cuando está en peligro.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/403.png
404,luxio,eléctrico,None,rivalry,intimidate,30.5,0.9,Sus garras emiten electricidad que puede debilitar a sus rivales. Viven en grupos pequeños.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/404.png
405,luxray,eléctrico,None,rivalry,intimidate,42.0,1.4,"Cuando sus ojos brillan como el oro, puede ver presas escondidas, incluso detrás de un muro.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/405.png
406,budew,planta,veneno,natural-cure,poison-point,1.2,0.2,Vive cerca de aguas cristalinas. Su cabello se abre y esparce polen cuando le bañan los rayos del sol.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/406.png
407,roserade,planta,veneno,natural-cure,poison-point,14.5,0.9,Atrae a sus presas con una dulce fragancia y usa sus cepas venenosas para atenazarlas y acabar con ellas.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/407.png
408,cranidos,roca,None,mold-breaker,sheer-force,31.5,0.9,Fue recreado a partir de un fósil con forma esférica. Derriba a las presas a cabezazos.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/408.png
409,rampardos,roca,None,mold-breaker,sheer-force,102.5,1.6,"Tiene sesos pequeños porque su duro cráneo, que soporta cualquier golpe, les impide desarrollarse.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/409.png
410,shieldon,roca,acero,sturdy,soundproof,57.0,0.5,Se abrillanta la cara frotándola contra los árboles. Es vulnerable a los ataques por la espalda.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/410.png
411,bastiodon,roca,acero,sturdy,soundproof,149.5,1.3,Se alineaban y creaban una barrera que ningún enemigo podía cruzar. Así protegían a sus crías.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/411.png
412,burmy,bicho,None,shed-skin,overcoat,3.4,0.2,"Para protegerse de los vientos fríos invernales, se cubre con un caparazón de ramas y hojas.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png
413,wormadam-plant,bicho,planta,anticipation,overcoat,6.5,0.5,Su apariencia varía según dónde evolucione. Los materiales que haya pasan a formar parte de su cuerpo.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png
414,mothim,bicho,volador,swarm,tinted-lens,23.3,0.9,Le encanta la miel de las flores y roba la que recoge Combee.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/414.png
415,combee,bicho,volador,honey-gather,hustle,5.5,0.3,El trío se forma al nacer y se pasa la vida recogiendo miel de las flores para satisfacer a Vespiquen.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/415.png
416,vespiquen,bicho,volador,pressure,unnerve,38.5,1.2,Cría larvas en los panales de su cuerpo. Segrega diversas feromonas de su cuerpo con las cuales controla a sus crías.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/416.png
417,pachirisu,eléctrico,None,run-away,pickup,3.9,0.4,Crea bolas de pelo que crepitan con electricidad estática. Las almacena en agujeros de árboles.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/417.png
418,buizel,agua,None,swift-swim,water-veil,29.5,0.7,"Nada rotando sus dos colas a modo de tornillo. Cuando bucea, el flotador se pliega.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/418.png
419,floatzel,agua,None,swift-swim,water-veil,33.5,1.1,Nada gracias a su flotador. Ayuda en los rescates de gente que se está ahogando.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/419.png
420,cherubi,planta,None,chlorophyll,None,3.3,0.4,Bajo la luz solar es rojo. La esfera pequeña pierde sus nutrientes y se seca para anunciar la evolución.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/420.png
421,cherrim,planta,None,flower-gift,None,9.3,0.5,"Cuando los rayos de sol inundan su capullo, abre de par en par sus pétalos y se vuelve muy dinámico.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png
422,shellos,agua,None,sticky-hold,storm-drain,6.3,0.3,"No hay que apretarle muy fuerte, ya que, si lo haces, secreta un misterioso fluido morado.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png
423,gastrodon,agua,tierra,sticky-hold,storm-drain,29.9,0.9,"Si se ve amenazado por sus enemigos naturales, segrega un líquido morado y huye rápidamente.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png
424,ambipom,normal,None,technician,pickup,20.3,1.2,"Habitan en grandes colonias y forman anillos uniendo sus colas, aparentemente en signo de amistad.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/424.png
425,drifloon,fantasma,volador,aftermath,unburden,1.2,0.4,Está formado por los espíritus de personas y Pokémon. Le encantan las estaciones húmedas.,4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/425.png
426,drifblim,fantasma,volador,aftermath,unburden,15.0,1.2,"Transporta a gente y a Pokémon volando, pero, como se deja llevar, puede acabar en cualquier sitio.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/426.png
427,buneary,normal,None,run-away,klutz,5.5,0.4,"Lleva las orejas enrolladas. Cuando las extiende, golpea con tal fuerza que incluso puede romper rocas.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/427.png
428,lopunny,normal,None,cute-charm,klutz,33.3,1.2,"Este Pokémon resulta muy precavido. Si siente peligro, escapa corriendo a grandes saltos.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png
429,mismagius,fantasma,None,levitate,None,4.4,0.9,"Recita cánticos. Algunos de ellos atormentan a sus rivales, mientras que otros producen felicidad.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/429.png
430,honchkrow,siniestro,volador,insomnia,super-luck,27.3,0.9,"Si uno lanza un grito profundo, los demás acuden. Por eso se le llama también Invocador de la Noche.",4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/430.png
